Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,QualityStatus,ExclusionReason,VoxFlowLabel,Split,SpeakerID,SampleID,ClipPath,DurationSec
HeStutters,15,64,8057280,8105280,0,0,2,0,0,0,0,0,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_64,data\processed\clips\HeStutters_15_64.wav,3.0
HeStutters,15,69,8257760,8305760,0,0,2,0,0,0,0,2,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_69,data\processed\clips\HeStutters_15_69.wav,3.0
HeStutters,15,70,8305120,8353120,0,0,0,0,2,1,1,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_70,data\processed\clips\HeStutters_15_70.wav,3.0
HeStutters,15,71,8531200,8579200,0,1,2,1,0,0,0,3,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_71,data\processed\clips\HeStutters_15_71.wav,3.0
HeStutters,15,78,1320160,1368160,0,0,3,0,0,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_78,data\processed\clips\HeStutters_15_78.wav,3.0
HeStutters,15,79,10119040,10167040,0,0,0,0,0,0,0,0,3,2,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_79,data\processed\clips\HeStutters_15_79.wav,3.0
HeStutters,15,82,10270400,10318400,0,0,3,1,0,0,0,1,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_82,data\processed\clips\HeStutters_15_82.wav,3.0
HeStutters,15,83,10486400,10534400,0,0,2,1,0,0,0,3,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_83,data\processed\clips\HeStutters_15_83.wav,3.0
HeStutters,15,85,10956160,11004160,0,0,1,2,0,0,0,0,0,2,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_85,data\processed\clips\HeStutters_15_85.wav,3.0
HeStutters,15,86,10992960,11040960,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_86,data\processed\clips\HeStutters_15_86.wav,3.0
HeStutters,15,87,11128480,11176480,0,0,0,2,1,0,0,1,1,3,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_87,data\processed\clips\HeStutters_15_87.wav,3.0
HeStutters,15,89,11240640,11288640,0,0,0,0,0,3,0,1,0,2,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_89,data\processed\clips\HeStutters_15_89.wav,3.0
HeStutters,15,90,11274400,11322400,0,0,0,0,0,3,0,1,0,2,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_90,data\processed\clips\HeStutters_15_90.wav,3.0
HeStutters,15,91,11498720,11546720,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_91,data\processed\clips\HeStutters_15_91.wav,3.0
HeStutters,15,95,12053280,12101280,0,0,0,0,0,0,0,2,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_95,data\processed\clips\HeStutters_15_95.wav,3.0
HeStutters,15,100,14333280,14381280,0,0,2,0,0,0,0,3,1,1,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_100,data\processed\clips\HeStutters_15_100.wav,3.0
HeStutters,15,102,15201280,15249280,0,0,0,0,3,0,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_102,data\processed\clips\HeStutters_15_102.wav,3.0
HeStutters,15,103,15252160,15300160,0,0,0,0,0,2,0,0,1,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_103,data\processed\clips\HeStutters_15_103.wav,3.0
HeStutters,15,104,15366240,15414240,0,0,0,0,0,0,0,1,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_104,data\processed\clips\HeStutters_15_104.wav,3.0
HeStutters,15,105,15396000,15444000,0,0,0,0,3,0,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_105,data\processed\clips\HeStutters_15_105.wav,3.0
HeStutters,15,106,15483680,15531680,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_106,data\processed\clips\HeStutters_15_106.wav,3.0
HeStutters,15,107,15523200,15571200,0,0,0,2,1,0,1,1,1,0,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_107,data\processed\clips\HeStutters_15_107.wav,3.0
HeStutters,15,109,16246400,16294400,0,0,2,1,1,0,0,3,0,1,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_109,data\processed\clips\HeStutters_15_109.wav,3.0
HeStutters,15,110,16279200,16327200,0,0,0,1,2,0,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_110,data\processed\clips\HeStutters_15_110.wav,3.0
HeStutters,15,112,16424640,16472640,0,0,3,0,0,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_112,data\processed\clips\HeStutters_15_112.wav,3.0
HeStutters,15,114,16654080,16702080,0,0,0,0,0,2,0,3,1,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_114,data\processed\clips\HeStutters_15_114.wav,3.0
HeStutters,15,116,17459040,17507040,0,0,0,0,0,3,0,1,0,1,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_116,data\processed\clips\HeStutters_15_116.wav,3.0
HeStutters,15,117,2018240,2066240,0,0,1,1,2,0,1,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_117,data\processed\clips\HeStutters_15_117.wav,3.0
HeStutters,15,118,2076000,2124000,0,0,0,0,0,0,0,1,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_118,data\processed\clips\HeStutters_15_118.wav,3.0
HeStutters,15,119,17565760,17613760,0,0,0,0,0,2,1,0,1,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_119,data\processed\clips\HeStutters_15_119.wav,3.0
HeStutters,15,121,17653760,17701760,0,0,1,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_121,data\processed\clips\HeStutters_15_121.wav,3.0
HeStutters,15,123,18584640,18632640,0,0,0,0,0,0,0,2,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_123,data\processed\clips\HeStutters_15_123.wav,3.0
HeStutters,15,124,18605440,18653440,0,0,0,1,1,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_124,data\processed\clips\HeStutters_15_124.wav,3.0
HeStutters,15,125,18731360,18779360,0,0,0,0,0,3,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_125,data\processed\clips\HeStutters_15_125.wav,3.0
HeStutters,15,127,18923840,18971840,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_127,data\processed\clips\HeStutters_15_127.wav,3.0
HeStutters,15,128,18951360,18999360,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_128,data\processed\clips\HeStutters_15_128.wav,3.0
HeStutters,15,129,18998080,19046080,0,0,3,0,0,0,0,3,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_129,data\processed\clips\HeStutters_15_129.wav,3.0
HeStutters,15,130,19644960,19692960,0,0,2,0,0,0,0,1,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_130,data\processed\clips\HeStutters_15_130.wav,3.0
HeStutters,15,133,20068480,20116480,0,0,2,0,1,0,1,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_133,data\processed\clips\HeStutters_15_133.wav,3.0
HeStutters,15,135,20246240,20294240,0,0,1,0,1,2,0,0,1,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_135,data\processed\clips\HeStutters_15_135.wav,3.0
HeStutters,15,136,2164320,2212320,0,1,1,2,0,0,0,1,1,0,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_136,data\processed\clips\HeStutters_15_136.wav,3.0
HeStutters,15,137,20525120,20573120,0,0,0,0,0,3,0,2,0,1,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_137,data\processed\clips\HeStutters_15_137.wav,3.0
HeStutters,15,138,20554560,20602560,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_138,data\processed\clips\HeStutters_15_138.wav,3.0
HeStutters,15,139,20623360,20671360,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_139,data\processed\clips\HeStutters_15_139.wav,3.0
HeStutters,15,140,20660000,20708000,0,0,0,0,0,0,0,3,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_140,data\processed\clips\HeStutters_15_140.wav,3.0
HeStutters,15,141,20801120,20849120,0,0,0,0,0,0,0,1,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_141,data\processed\clips\HeStutters_15_141.wav,3.0
HeStutters,15,147,22234240,22282240,0,0,0,0,0,3,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_147,data\processed\clips\HeStutters_15_147.wav,3.0
HeStutters,15,148,22278880,22326880,0,0,0,0,0,0,0,0,3,3,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_148,data\processed\clips\HeStutters_15_148.wav,3.0
HeStutters,15,149,22397600,22445600,0,0,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_149,data\processed\clips\HeStutters_15_149.wav,3.0
HeStutters,15,151,22539840,22587840,0,0,2,1,1,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_151,data\processed\clips\HeStutters_15_151.wav,3.0
HeStutters,15,152,22567840,22615840,0,0,3,0,1,0,0,0,0,1,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_152,data\processed\clips\HeStutters_15_152.wav,3.0
HeStutters,15,155,23523040,23571040,0,0,3,0,0,0,1,3,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_155,data\processed\clips\HeStutters_15_155.wav,3.0
HeStutters,15,159,23916160,23964160,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_159,data\processed\clips\HeStutters_15_159.wav,3.0
HeStutters,15,160,23951680,23999680,0,0,2,1,0,1,0,1,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_160,data\processed\clips\HeStutters_15_160.wav,3.0
HeStutters,15,163,24313280,24361280,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_163,data\processed\clips\HeStutters_15_163.wav,3.0
HeStutters,15,164,24389760,24437760,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_164,data\processed\clips\HeStutters_15_164.wav,3.0
HeStutters,15,166,24603040,24651040,0,0,1,1,0,3,0,2,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_166,data\processed\clips\HeStutters_15_166.wav,3.0
HeStutters,15,167,24631680,24679680,0,0,1,1,2,0,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_167,data\processed\clips\HeStutters_15_167.wav,3.0
HeStutters,15,168,24647360,24695360,0,0,1,2,1,0,1,0,1,0,0,1,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_168,data\processed\clips\HeStutters_15_168.wav,3.0
HeStutters,15,171,24848640,24896640,0,0,3,1,0,0,0,1,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_171,data\processed\clips\HeStutters_15_171.wav,3.0
HeStutters,15,175,26036640,26084640,0,0,2,0,0,0,0,3,1,2,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_175,data\processed\clips\HeStutters_15_175.wav,3.0
HeStutters,15,176,2878080,2926080,0,0,2,1,1,0,0,1,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_176,data\processed\clips\HeStutters_15_176.wav,3.0
HeStutters,15,178,26363520,26411520,0,0,1,0,0,3,0,2,0,1,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_178,data\processed\clips\HeStutters_15_178.wav,3.0
HeStutters,15,184,27359520,27407520,0,0,1,2,0,0,0,2,0,1,0,1,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_184,data\processed\clips\HeStutters_15_184.wav,3.0
HeStutters,15,187,27657920,27705920,0,0,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_187,data\processed\clips\HeStutters_15_187.wav,3.0
HeStutters,15,188,27787680,27835680,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_188,data\processed\clips\HeStutters_15_188.wav,3.0
HeStutters,15,193,28395040,28443040,0,0,3,0,0,0,0,0,1,0,0,1,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_193,data\processed\clips\HeStutters_15_193.wav,3.0
HeStutters,16,2,42620960,42668960,0,0,2,1,0,0,0,0,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_2,data\processed\clips\HeStutters_16_2.wav,3.0
HeStutters,16,5,42765600,42813600,0,0,0,2,0,1,0,3,1,1,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_5,data\processed\clips\HeStutters_16_5.wav,3.0
HeStutters,16,6,42837120,42885120,0,0,3,0,0,0,0,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_6,data\processed\clips\HeStutters_16_6.wav,3.0
HeStutters,16,7,42864480,42912480,0,0,0,1,0,2,0,1,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_7,data\processed\clips\HeStutters_16_7.wav,3.0
HeStutters,16,9,43052960,43100960,0,0,1,2,0,0,0,0,1,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_9,data\processed\clips\HeStutters_16_9.wav,3.0
HeStutters,16,11,43354080,43402080,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_11,data\processed\clips\HeStutters_16_11.wav,3.0
HeStutters,16,13,43522560,43570560,0,0,1,0,0,3,0,0,0,1,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_13,data\processed\clips\HeStutters_16_13.wav,3.0
HeStutters,16,14,43549600,43597600,0,0,3,0,0,0,0,1,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_14,data\processed\clips\HeStutters_16_14.wav,3.0
HeStutters,16,16,43728480,43776480,0,0,2,0,0,0,0,3,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_16,data\processed\clips\HeStutters_16_16.wav,3.0
HeStutters,16,17,43755360,43803360,0,0,0,0,0,0,0,1,3,2,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_17,data\processed\clips\HeStutters_16_17.wav,3.0
HeStutters,16,20,43937920,43985920,0,0,2,0,0,0,0,1,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_20,data\processed\clips\HeStutters_16_20.wav,3.0
HeStutters,16,27,44374720,44422720,0,0,1,0,1,2,0,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_27,data\processed\clips\HeStutters_16_27.wav,3.0
HeStutters,16,29,44478720,44526720,0,0,0,0,0,0,0,1,3,1,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_29,data\processed\clips\HeStutters_16_29.wav,3.0
HeStutters,16,31,44791200,44839200,0,0,0,0,1,2,0,1,0,3,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_31,data\processed\clips\HeStutters_16_31.wav,3.0
HeStutters,16,32,44976160,45024160,0,0,0,2,1,0,0,1,0,1,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_32,data\processed\clips\HeStutters_16_32.wav,3.0
HeStutters,16,33,45007040,45055040,0,1,0,2,0,0,0,0,1,0,0,1,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_33,data\processed\clips\HeStutters_16_33.wav,3.0
HeStutters,16,38,4266720,4314720,0,0,0,2,1,0,1,2,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_38,data\processed\clips\HeStutters_16_38.wav,3.0
HeStutters,16,39,5138560,5186560,0,1,3,0,1,0,1,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_39,data\processed\clips\HeStutters_16_39.wav,3.0
HeStutters,16,47,7010720,7058720,0,0,1,1,3,0,0,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_47,data\processed\clips\HeStutters_16_47.wav,3.0
HeStutters,16,49,7777760,7825760,0,1,3,1,1,0,0,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_49,data\processed\clips\HeStutters_16_49.wav,3.0
HeStutters,16,54,1098880,1146880,0,0,2,0,0,0,0,0,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_54,data\processed\clips\HeStutters_16_54.wav,3.0
HeStutters,16,55,1126400,1174400,0,0,0,0,0,0,0,0,3,2,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_55,data\processed\clips\HeStutters_16_55.wav,3.0
HeStutters,16,56,8610080,8658080,0,0,0,0,0,0,0,1,3,0,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_56,data\processed\clips\HeStutters_16_56.wav,3.0
HeStutters,16,57,9269760,9317760,0,0,2,1,1,0,1,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_57,data\processed\clips\HeStutters_16_57.wav,3.0
HeStutters,16,59,9360160,9408160,0,0,0,1,2,0,1,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_59,data\processed\clips\HeStutters_16_59.wav,3.0
HeStutters,16,61,9985440,10033440,0,1,2,1,0,0,0,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_61,data\processed\clips\HeStutters_16_61.wav,3.0
HeStutters,16,63,10887200,10935200,0,0,0,0,0,0,0,0,3,3,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_63,data\processed\clips\HeStutters_16_63.wav,3.0
HeStutters,16,65,11245920,11293920,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_65,data\processed\clips\HeStutters_16_65.wav,3.0
HeStutters,16,67,11359680,11407680,0,0,1,0,1,2,0,2,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_67,data\processed\clips\HeStutters_16_67.wav,3.0
HeStutters,16,68,11408000,11456000,0,0,2,0,0,0,0,0,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_68,data\processed\clips\HeStutters_16_68.wav,3.0
HeStutters,16,70,11690400,11738400,0,0,3,0,1,0,0,1,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_70,data\processed\clips\HeStutters_16_70.wav,3.0
HeStutters,16,71,1200800,1248800,0,0,0,0,0,3,0,0,0,1,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_71,data\processed\clips\HeStutters_16_71.wav,3.0
HeStutters,16,74,13189440,13237440,0,1,3,0,0,0,0,3,1,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_74,data\processed\clips\HeStutters_16_74.wav,3.0
HeStutters,16,76,13714560,13762560,0,1,0,3,1,0,1,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_76,data\processed\clips\HeStutters_16_76.wav,3.0
HeStutters,16,77,13856320,13904320,0,0,1,1,3,0,1,2,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_77,data\processed\clips\HeStutters_16_77.wav,3.0
HeStutters,16,88,15740800,15788800,0,0,1,2,1,0,1,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_88,data\processed\clips\HeStutters_16_88.wav,3.0
HeStutters,16,90,1736800,1784800,0,0,3,0,0,0,0,0,0,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_90,data\processed\clips\HeStutters_16_90.wav,3.0
HeStutters,16,94,16200000,16248000,0,1,0,1,3,0,1,1,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_94,data\processed\clips\HeStutters_16_94.wav,3.0
HeStutters,16,97,16989120,17037120,0,0,1,0,0,3,0,3,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_97,data\processed\clips\HeStutters_16_97.wav,3.0
HeStutters,16,99,17275200,17323200,0,0,2,1,0,0,0,0,1,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_99,data\processed\clips\HeStutters_16_99.wav,3.0
HeStutters,16,100,17334080,17382080,0,0,0,2,1,0,0,0,1,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_100,data\processed\clips\HeStutters_16_100.wav,3.0
HeStutters,16,102,18963680,19011680,0,0,3,1,0,0,1,1,0,1,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_102,data\processed\clips\HeStutters_16_102.wav,3.0
HeStutters,16,107,20596640,20644640,0,0,1,2,1,0,0,0,1,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_107,data\processed\clips\HeStutters_16_107.wav,3.0
HeStutters,16,110,21297120,21345120,0,0,0,3,1,0,1,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_110,data\processed\clips\HeStutters_16_110.wav,3.0
HeStutters,16,112,2184160,2232160,0,0,3,0,0,0,0,3,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_112,data\processed\clips\HeStutters_16_112.wav,3.0
HeStutters,16,113,21528160,21576160,0,0,0,2,0,0,0,0,1,1,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_113,data\processed\clips\HeStutters_16_113.wav,3.0
HeStutters,16,114,21554240,21602240,0,0,1,1,3,1,0,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_114,data\processed\clips\HeStutters_16_114.wav,3.0
HeStutters,16,115,21883840,21931840,0,0,1,1,2,0,1,0,1,0,0,1,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_115,data\processed\clips\HeStutters_16_115.wav,3.0
HeStutters,16,117,21971680,22019680,0,0,0,3,0,1,0,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_117,data\processed\clips\HeStutters_16_117.wav,3.0
HeStutters,16,120,23162560,23210560,1,1,0,2,0,0,1,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_120,data\processed\clips\HeStutters_16_120.wav,3.0
HeStutters,16,127,24258240,24306240,0,0,0,0,0,0,0,0,3,2,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_127,data\processed\clips\HeStutters_16_127.wav,3.0
HeStutters,16,128,24287200,24335200,0,0,0,2,1,1,0,0,0,0,0,1,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_128,data\processed\clips\HeStutters_16_128.wav,3.0
HeStutters,16,129,2427840,2475840,0,0,0,0,3,0,1,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_129,data\processed\clips\HeStutters_16_129.wav,3.0
HeStutters,16,131,24419040,24467040,0,0,0,0,1,3,0,0,0,1,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_131,data\processed\clips\HeStutters_16_131.wav,3.0
HeStutters,16,133,24469280,24517280,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_133,data\processed\clips\HeStutters_16_133.wav,3.0
HeStutters,16,134,24552000,24600000,0,0,0,0,0,0,0,3,3,1,0,0,Valid,,Fluent,Test,HeStutters_Ep16,HeStutters_16_134,data\processed\clips\HeStutters_16_134.wav,3.0
HeStutters,16,135,24579360,24627360,0,0,2,0,0,0,0,2,1,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_135,data\processed\clips\HeStutters_16_135.wav,3.0
HeStutters,16,136,25482880,25530880,0,1,1,0,2,1,1,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_136,data\processed\clips\HeStutters_16_136.wav,3.0
HeStutters,16,137,25509440,25557440,0,1,1,1,2,0,1,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_137,data\processed\clips\HeStutters_16_137.wav,3.0
HeStutters,16,138,25874080,25922080,1,1,0,2,1,0,1,0,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_138,data\processed\clips\HeStutters_16_138.wav,3.0
HeStutters,16,140,25948800,25996800,0,1,3,0,1,0,0,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_140,data\processed\clips\HeStutters_16_140.wav,3.0
HeStutters,16,142,26064000,26112000,0,0,0,2,0,0,0,0,1,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_142,data\processed\clips\HeStutters_16_142.wav,3.0
HeStutters,16,144,26361440,26409440,0,0,0,1,1,2,0,3,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_144,data\processed\clips\HeStutters_16_144.wav,3.0
HeStutters,16,147,26681600,26729600,0,0,2,0,0,0,0,1,1,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_147,data\processed\clips\HeStutters_16_147.wav,3.0
HeStutters,16,148,26820640,26868640,0,0,1,3,0,0,0,2,0,0,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_148,data\processed\clips\HeStutters_16_148.wav,3.0
HeStutters,16,150,2499520,2547520,0,0,0,1,3,0,1,0,0,0,0,0,Valid,,Repetition,Test,HeStutters_Ep16,HeStutters_16_150,data\processed\clips\HeStutters_16_150.wav,3.0
HeStutters,16,151,2532480,2580480,0,0,2,1,1,0,1,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_151,data\processed\clips\HeStutters_16_151.wav,3.0
HeStutters,16,159,30507520,30555520,0,0,2,0,0,1,0,0,0,0,0,0,Valid,,Prolongation,Test,HeStutters_Ep16,HeStutters_16_159,data\processed\clips\HeStutters_16_159.wav,3.0
HeStutters,16,160,30538240,30586240,0,0,0,2,0,1,0,0,1,1,0,0,Valid,,Block,Test,HeStutters_Ep16,HeStutters_16_160,data\processed\clips\HeStutters_16_160.wav,3.0
